Link,OffDocTopic,GOVUK Topic
http://www.official-documents.gov.uk/document/hc1213/hc03/0359/0359.asp ,Legal services,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc03/0361/0361.asp ,Capital and financial markets,UK economy
http://www.official-documents.gov.uk/document/hc1213/hc03/0364/0364.asp ,Engineering,Science and innovation
http://www.official-documents.gov.uk/document/hc1213/hc03/0366/0366.asp ,Charities,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc03/0366/0366.asp ,Organisations,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc03/0366/0366.asp ,People and organisations,Social care
http://www.official-documents.gov.uk/document/hc1213/hc03/0366/0366.asp ,Trustees,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc03/0368/0368.asp ,Market competition,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc03/0380/0380.asp ,Community grants,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc03/0380/0380.asp ,Constitution,"Equality, rights and citizenship"
http://www.official-documents.gov.uk/document/hc1213/hc03/0380/0380.asp ,Trustees,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc03/0380/0380.asp ,UK Parliament,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc03/0381/0381.asp ,Biology and applied life sciences,Science and innovation
http://www.official-documents.gov.uk/document/hc1213/hc03/0381/0381.asp ,Further and higher education,Further education and skills
http://www.official-documents.gov.uk/document/hc1213/hc03/0381/0381.asp ,Schools,Schools
http://www.official-documents.gov.uk/document/hc1213/hc03/0381/0381.asp ,Sports science and technology,Sports and leisure
http://www.official-documents.gov.uk/document/hc1213/hc03/0381/0381.asp ,Studies and qualifications (post-16),Higher education
http://www.official-documents.gov.uk/document/hc1213/hc03/0383/0383.asp ,"Science, technology and innovation",Science and innovation
http://www.official-documents.gov.uk/document/hc1213/hc03/0383/0383.asp ,Charities,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc03/0383/0383.asp ,Information and communication technology,Media and communications
http://www.official-documents.gov.uk/document/hc1213/hc03/0383/0383.asp ,Information and communication,Media and communications
http://www.official-documents.gov.uk/document/hc1213/hc03/0383/0383.asp ,Media and the press,Media and communications
http://www.official-documents.gov.uk/document/hc1213/hc03/0383/0383.asp ,Television,Media and communications
http://www.official-documents.gov.uk/document/hc1213/hc03/0391/0391.asp ,Medical science,National Health Service
http://www.official-documents.gov.uk/document/hc1213/hc04/0401/0401.asp ,Parole,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0408/0408.asp ,Consumer affairs,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc04/0408/0408.asp ,Consumer complaints,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc04/0408/0408.asp ,Consumer protection,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc04/0409/0409.asp ,"Employment, jobs and careers",Employment
http://www.official-documents.gov.uk/document/hc1213/hc04/0409/0409.asp ,Employment relations,Employment
http://www.official-documents.gov.uk/document/hc1213/hc04/0409/0409.asp ,Trade unions,Employment
http://www.official-documents.gov.uk/document/hc1213/hc04/0412/0412.asp ,"Health, well-being and care",National Health Service
http://www.official-documents.gov.uk/document/hc1213/hc04/0412/0412.asp ,Health care services and specialisms,National Health Service
http://www.official-documents.gov.uk/document/hc1213/hc04/0412/0412.asp ,Health care,National Health Service
http://www.official-documents.gov.uk/document/hc1213/hc04/0412/0412.asp ,NHS management,National Health Service
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Alternatives to school,Schools
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Equal opportunities and diversity,"Equality, rights and citizenship"
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Land and premises,Planning and building
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Non-residential property,Planning and building
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Schools,Schools
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Social inclusion,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Social issues,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Youth employment,Children and young people
http://www.official-documents.gov.uk/document/hc1213/hc04/0416/0416.asp ,Youth employment,Children and young people
http://www.official-documents.gov.uk/document/hc1213/hc04/0417/0417.asp ,Business people,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc04/0417/0417.asp ,Cabinet,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0417/0417.asp ,Companies,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc04/0417/0417.asp ,Directors,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc04/0417/0417.asp ,Public expenditure,Government spending
http://www.official-documents.gov.uk/document/hc1213/hc04/0417/0417.asp ,Small businesses,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Crime,Crime and policing
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Executive agencies,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Local service partnerships,Local government
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Nationalisation and privatisation,UK economy
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Offenders,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Partnerships,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Prisons,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Probation,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Public private partnerships,UK economy
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Voluntary services,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc04/0436/0436.asp ,Volunteering,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc04/0439/0439.asp ,Parks and gardens,Environment
http://www.official-documents.gov.uk/document/hc1213/hc04/0439/0439.asp ,Royal parks,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0440/0440.asp ,Arts administration,Arts and culture
http://www.official-documents.gov.uk/document/hc1213/hc04/0440/0440.asp ,Community grants,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc04/0440/0440.asp ,Council policies and plans,Local government
http://www.official-documents.gov.uk/document/hc1213/hc04/0440/0440.asp ,Culture and creativity,Arts and culture
http://www.official-documents.gov.uk/document/hc1213/hc04/0440/0440.asp ,Gambling and lotteries,Arts and culture
http://www.official-documents.gov.uk/document/hc1213/hc04/0440/0440.asp ,Leisure and culture,Sports and leisure
http://www.official-documents.gov.uk/document/hc1213/hc04/0440/0440.asp ,National Lottery,Arts and culture
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Arts administration,Arts and culture
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Charities,Community and society
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Culture and creativity,Arts and culture
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Freedom of information,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Gambling and lotteries,Arts and culture
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Information,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Leisure and culture,Sports and leisure
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Meetings,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0441/0441.asp ,Trustees,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0442/0442.asp ,Legal proceedings,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0442/0442.asp ,Market competition,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc04/0443/0443.asp ,Budget (UK),UK economy
http://www.official-documents.gov.uk/document/hc1213/hc04/0443/0443.asp ,Business sectors,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc04/0443/0443.asp ,Distribution and service industries,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc04/0443/0443.asp ,Public expenditure,Government spending
http://www.official-documents.gov.uk/document/hc1213/hc04/0444/0444.asp ,Courts of law,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0444/0444.asp ,Legal proceedings,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0444/0444.asp ,UK economy,UK economy
http://www.official-documents.gov.uk/document/hc1213/hc04/0445/0445.asp ,Investment,Trade and investment
http://www.official-documents.gov.uk/document/hc1213/hc04/0446/0446.asp ,Insurance,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc04/0448/0448.asp ,Regulation and deregulation,Regulation reform
http://www.official-documents.gov.uk/document/hc1213/hc04/0448/0448.asp ,Road transport,Transport
http://www.official-documents.gov.uk/document/hc1213/hc04/0448/0448.asp ,Transport and infrastructure,Transport
http://www.official-documents.gov.uk/document/hc1213/hc04/0448/0448.asp ,Vehicles,Transport
http://www.official-documents.gov.uk/document/hc1213/hc04/0449/0449.asp ,Business associations,Business and enterprise
http://www.official-documents.gov.uk/document/hc1213/hc04/0449/0449.asp ,Health and safety at work,Public safety and emergencies
http://www.official-documents.gov.uk/document/hc1213/hc04/0449/0449.asp ,Health and safety policies,Public safety and emergencies
http://www.official-documents.gov.uk/document/hc1213/hc04/0450/0450.asp ,Constitution,"Equality, rights and citizenship"
http://www.official-documents.gov.uk/document/hc1213/hc04/0450/0450.asp ,Legislation,Law and the justice system
http://www.official-documents.gov.uk/document/hc1213/hc04/0450/0450.asp ,Trustees,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0450/0450.asp ,UK Parliament,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0452/0452.asp ,Civil Service,"Government efficiency, transparency and accountability"
http://www.official-documents.gov.uk/document/hc1213/hc04/0452/0452.asp ,Consumer affairs,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc04/0452/0452.asp ,Consumer protection,Consumer rights and issues
http://www.official-documents.gov.uk/document/hc1213/hc04/0452/0452.asp ,Death in service,Pensions and ageing society
http://www.official-documents.gov.uk/document/hc1213/hc04/0452/0452.asp ,Death,"Equality, rights and citizenship"
