Count,Name,Department,Classification,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,DV - Chair's Remuneration (p.a. unless otherwise stated and may represent a theoretical mean),Chief Executive / Secretary,DV - Chief Executive / Secretary Remuneration (p.a. and may represent a theoretical mean),Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
1,National Savings and Investments (NS&I),National Savings and Investments,Non Ministerial Department,,No,"As part of the Government’s debt management arrangements, NS&I is responsible for providing cost-effective financing by issuing and selling savings and investment products to the public. Its mission is to help reduce the cost to the taxpayer of Government borrowing now and in the future. To achieve this, its single strategic objective is to provide retail funding for Government that is cost-effective in relation to funds raised on the wholesale market.","The origins of NS&I can be traced back over 150 years to 1861. Sir John de Trafford Bt. MBE has been Chairman since January 2012.  CE remuneration is made up of Salary £190,000-£195,000, Performance-related pay £15,000-£20,000, Employer's pension contibutions: £30,000-£35,000.","1 Drummond Gate, London SW1V 2QX",020 7932 6600,,http://www.nsandi.com/,Sir John de Trafford Bt. MBE,22500,Jane Platt,242500,No,No,Yes,Financial Ombudsman Service,2012-13,2005,NAO,"168,418,000","196,861,000",167,Yes
1,Boundary Commission for Northern Ireland,Northern Ireland Office,Advisory NDPB,,No,"The Commission's role is to keep under continuous review the number, names and boundaries of the parliamentary constituencies into which Northern Ireland is divided and to make recommendations about these to the Secretary of State for Northern Ireland.",Established 1986.  The Chairman of the Commission is the Speaker of the House of Commons; however in practice Commission meetings are chaired by the Deputy Chairman.  The current Deputy Chairman was appointed in September 2012.     ,"Purdy's Lane, Belfast, BT8 7AR",028 9069 4800,bcni@belfast.org.uk,http://www.boundarycommission.org.uk/,The Hon Mr Justice McCloskey,0,Mrs Elizabeth Benson,Civil Servant,No,No,Yes,PHSO,2012-13,,Part of NIO accounts,"288,000","288,000",4,Yes
1,Northern Ireland Human Rights Commission,Northern Ireland Office,Executive NDPB,,Yes,To promote and protect the human rights of everyone in Northern Ireland,Established 1999.  Expenditure information is 2011.,"Temple Court, 39 North Street, Belfast, BT1 1NA",028 9024 3987,information@nihrc.org,http://www.nihrc.org/,Mr Michael O'Flaherty,77000,Virginia McVea,64000,No,Yes,Yes,PHSO,2012-13,2007-8,NAO,"1,549,000","1,529,607",15,Yes
1,Parades Commission for Northern Ireland,Northern Ireland Office,Executive NDPB,,Yes,"Under the Public Processions (NI) Act the duties and functions of the Commission are: to promote greater understanding by the general public of issues concerning public processions; to promote and facilitate mediation as a means of resolving disputes concerning public processions; to keep itself informed as to the conduct of public processions and protest meetings; and to keep under review, and make such recommendations as it thinks fit to the Secretary of State concerning the operation of the Act.",Established 1998.  Expenditure information is 2012.,"The Parades Commission, Windsor House, 9-15 Bedford Street, Belfast, BT2 7EL
",028 9089 5900,Info@paradescommission.org,http://www.paradescommission.org/,Mr Peter Osborne,500 per day,Mr Anthony Carleton,Civil Servant,No,No,Yes,PHSO,2011-12,2003,NAO,"988,000","958,000",10,Yes
1,"Office for Standards in Education, Children’s Services and Skills (OFSTED)","Office for Standards in Education, Children’s Services and Skills (OFSTED)",Non Ministerial Department,Retain,Yes,"Ofsted is the Office for Standards in Education, Children’s Services and Skills. We report directly to Parliament and we are independent and impartial. We inspect and regulate services which care for children and young people, and those providing education and skills for learners of all ages.",Established 1992.,"Ofsted, Piccadilly Gate, Store Street, Manchester, M1 2WD",0300 1231231,enquiries@ofsted.gov.uk,http://www.ofsted.gov.uk/,Baroness Sally Morgan ,47500,Sir Michael Wilshaw,197500,Yes,Yes,Yes,Local Government Ombudsman,2012-13,2013,NAO,"156,998,000","171,089,000","1,207",Yes
1,Office of Fair Trading (OFT),Office of Fair Trading (OFT),Non Ministerial Department,Merge,Yes,"Promotes and protects consumer interests throughout the UK, while ensuring that businesses are fair and competitive. Its aim is to make markets work well for consumers",Established 1973.,"Fleetbank House, 2-6 Salisbury Square, EC4Y 8JX",020 7211 8000,enquiries@oft.gsi.gov.uk,http://oft.gov.uk/,Philip Collins,178060,Clive Maxwell,135300,No,Yes,Yes,PHSO,2012-13,,Independent Audit Committee with NAO attendance,"102,064,000","99,409,000",518,Yes
1,Office of Gas and Electricity Markets (Ofgem),Office of Gas and Electricity Markets (Ofgem),Non Ministerial Department,Retain,Yes,Ofgem regulates the gas and electricity markets in Great Britain. Ofgem's priority is to make a positive difference for energy consumers.,"Alistair Buchanan is Chief Executive and Lord Mogg is Chairman until 30th September 2013.  A new Chairman, David Gray, has been appointed from 1 October 2013.  An interim Chief Executive has been appointed from June 2013 and we are currently in the process on recruiting a permanent post holder.","9 Millbank, London, SW1P 3GE",020 7901 7000,consumeraffairs@ofgem.gov.uk,https://www.ofgem.gov.uk/,Lord Mogg,184730,Alistair Buchanan,Civil Servant,No,Yes,Yes,PHSO,2012-13,2011,NAO,"700,000","90,461,000",685,Yes
1,Office of Qualifications and Examinations Regulation (OFQUAL),Office of Qualifications and Examinations Regulation (OFQUAL),Non Ministerial Department,,Yes,"Ofqual is the regulator of qualifications, examinations and assessments in England and of vocational qualifications in Northern Ireland. Ofqual ensures that learners get the results they deserve and that the qualifications they receive count, both now and in the future.","Established in April 2010 under the Apprenticeships, Skills, Children and Learning Act 2009.","Spring Place, Coventry Business Park, Herald Avenue, Coventry,  CV5 6UB",0300 303 3346,info@ofqual.gov.uk,http://ofqual.gov.uk/,Amanda Spielman,40000,Glenys Stacey,121200,No,Yes,Yes,PHSO,2012-13,,NAO,"18,158,000","17,272,000",148,Yes
1,Office of Rail Regulation,Office of Rail Regulation,Non Ministerial Department,Retain,Yes,"As the railway industry’s independent health and safety and economic regulator, and the industry’s consumer and competition authority, the Office’s principal functions are to: ensure that Network Rail manages the national network efficiently and in a way that meets the needs of its users; encourages continuous health and safety performance; secures compliance with relevant health and safety law, including taking enforcement action as necessary; develops policy and enhances relevant railway health and safety legislation; and licences operators of railway assets, setting the terms for access by operators to the network and other railway facilities, and enforces competition law in the rail sector.",ORR is funded almost entirely by the rail industry – broadly train operating companies and Network Rail.,"One Kemble Street, London, WC2B 4AN",020 7282 2000,contact.cct@orr.gsi.gov.uk,http://www.rail-reg.gov.uk/,Anna Walker,120000,Richard Price,141000,No,Yes,Yes,PHSO,2012-13,2012,NAO,"2,000","29,960,000",290,Yes
1,Office of Water Services (Ofwat),Office of Water Services (Ofwat),Non Ministerial Department,,Yes,Ofwat ensures that the water and sewerage companies in England and Wales carry out their functions and can finance them. Ofwat limits the prices that these companies can charge and monitors the levels of service that they provide to their customers.,In May 2013 Regina Finn announced that she would be stepping down as Chief Executive.  In July Ofwat announced that Cathryn Ross would take over as CEO in November 2013.  Ofwat was reviewed by David Gray 2010-11; the report is available at https://www.gov.uk/government/news/review-of-ofwat-published,"Centre City Tower, 7 Hill Street, Birmingham, B5 4UA",0121 644 7500,mailbox@ofwat.gsi.gov.uk,http://www.ofwat.gov.uk/,Jonson Cox,107500,Regina Finn,Civil servant,No,Yes,Yes,PHSO,2012-13,2011,NAO,0,"20,089,000",180,Yes
1,Public Works Loan Board,Public Works Loan Board,Non Ministerial Department,,No,"The Public Works Loan Board lends from the National Loans Fund to local authorities in England, Scotland and Wales.","Dates in its present form from 1875.  Up to twelve Commissioners are appointed by the Crown to serve for individual terms of four years.  The PWLB has operated within the United Kingdom Debt Management Office since July 2002.  The PWLB Report and Accounts show amounts advanced by the PWLB and the repayments received from borrowers. The resources used to deliver the PWLB’s objectives are reported in the United Kingdom Debt Management Office Report and Accounts.  In 2012-13, the PWLB received interest income of £2,892 million and agreed new loans to borrowers with a principal value of £3,159 million.  For more infomation see: http://www.dmo.gov.uk/documentview.aspx?docname=publications/annualreports/pwlbrep2013.pdf&page=Annual_Report","UK Debt Management Office, Eastcheap Court, 11 Philpot Lane, London, EC3M 8UD",0845 357 6610,pwlb@dmo.gsi.gov.uk,http://www.dmo.gov.uk/,Tony Caplin,0,Mark Frankel,Civil Servant,No,No,Yes,,2012-13,,NAO,,,0,No
1,Boundary Commission for Scotland,Scotland Office,Advisory NDPB,,No,To keep under review the boundaries of Parliamentary Constituencies in Scotland and the boundaries of the constituencies of the Scottish Parliament.,"Established 1944. The Chair is the Speaker of the House of Commons, but by convention he or she does not participate in the Commission’s work. The Deputy Chair leads the Commission's work.","Thistle House, 91 Haymarket Terrace, Edinburgh, EH12 5HD",0131 538 7510,bcs@scottishboundaries.gov.uk,http://www.bcomm-scotland.independent.gov.uk/,Lord Woolman (Deputy),0,Hugh Buchanan,Civil Servant,No,Yes,Yes,PHSO,2012-13,1996,,"281,261",0,4,Yes
1,Serious Fraud Office,Serious Fraud Office,Non Ministerial Department,,No,"The SFO is a non-ministerial government department. Its role is to investigate and prosecute cases of serious or complex fraud in England, Wales and Northern Ireland and overseas bribery and corruption with a UK connection. Since the introduction of the 2010 Bribery Act, its role has expanded to include domestic corruption as well. The SFO is headed by the Director, David Green CB QC, who acts under the superintendence of the Attorney General.","The Serious Fraud Office (SFO) was established by the Criminal Justice Act 1987.  The SFO’s total voted expenditure was £49,133,000, as set out in Schedule 1 (Statement of Parliamentary Supply) to the SFO's Annual Report and Accounts 2012-13.  The Director of the Serious Fraud Office is an executive position. The Director also has responsibility for chairing the Management Board.","2-4 Cockspur Street, London, SW1Y 5BS",020 7239 7000,public.enquiries@sfo.gsi.gov.uk,http://www.sfo.gov.uk/,,,David Green CB QC,170000,No,No,Yes,,2012-13,,NAO,"49,133,000","39,135,000",292,No
1,Treasury Solicitor's Department,Treasury Solicitor's Department,Non Ministerial Department,,No,The Treasury Solicitor's Department provides litigation and advisory services to Government departments and other publicly funded bodies in England and Wales. It also administers the estates of people who die intestate with no known kin and the beneficial assets of dissolved companies.,"TSOL is also an Executive Agency.  The position of  Chair of the Board and Chief Executive are held by the same person so the Chair information has been left blank with only the Chief Executive information listed.  As at 31 Mar 13, there was a single non executive appointment to the board; subsequently three additional appointments were made to make four non executive appointments.","1 Kemble Street, London, WC2B 4TS",020 7210 3000,thetreasurysolicitor@tsol.gsi.gov.uk ,http://www.tsol.gov.uk/,,,Sir Paul Jenkins,Civil Servant,No,No,Yes,PHSO,2012-13,2001,NAO,"6,708,000","108,485,000","1,046",No
1,UK Statistics Authority,UK Statistics Authority,Non Ministerial Department,,Yes,The UK Statistic Authority regulates production of official statistics.,Established under Statistical Service and Registration Act 2007.,"1 Drummond Gate, London, SW1V 2QQ",0845 604 1857,authority.enquiries@statistics.gsi.gov.uk,http://www.statisticsauthority.gov.uk/,Sir Andrew Dilnot CBE,71250,Robert Bumpstead (Secretary),Civil Servant,No,Yes,Yes,PHSO,2012-13,Review of the Act in 2011,,"197,000,000","177,000,000","3,007",Yes
1,UK Supreme Court,UK Supreme Court,Non Ministerial Department,,No,"The Court hears appeals on arguable points of law of the greatest public importance, for the whole of the United Kingdom in civil cases, and for England, Wales and Northern Ireland in criminal cases. Additionally, it hears cases on devolution matters under the Scotland Act 1998, the Northern Ireland Act 1988 and the Government of Wales Act 2006, this includes issues about whether the devolved executive and legislative authorities in Scotland, Wales and Northern Ireland have acted or propose to act within their powers or have failed to comply with any other duty imposed on them.","In October 2009, the UK Supreme Court replaced the Appellate Committee of the House of Lords as the highest court in the United Kingdom.","Parliament Square, London, SW1P 3BD",020 7960 1900 ,enquiries@supremecourt.gsi.gov.uk,http://www.supremecourt.gov.uk/,N/A,,Jennifer Rowe ,106872,Yes,Yes,No,PHSO,2012-13,,NAO/Internal ,"5,900,000","13,367,000",47,No
